Device,id,title,submission_time,rating,review_text
Motorola Moto Z Droid,154314248,Good phone with some faults,2017-03-09T20:41:08.000+00:00,4,No headphone jack. Have to take off the case to remove attachments. Attachments are difficult to remove. Other than that it's a great phone. Functions excellent and does everything a smart phone should do.
Motorola Moto Z Droid,154312214,Great phone,2017-03-09T19:54:03.000+00:00,5,"Good features, great battery life. Outperformed my old Droid by leaps and bounds. Very happy with this purchase."
Motorola Moto Z Droid,154299588,Ilike the mini droid better,2017-03-09T16:34:28.000+00:00,2,"Its a little to big for my liking, don't like the different plug' the first two rings are really low. Hard to answer when other app's"
Motorola Moto Z Droid,154263596,Very good upgrade!!,2017-03-09T12:18:37.000+00:00,4,My wife and I both got these phones. After her phone getting HOT and getting it traded out everything is fine. Very quick and user friendly. The options including the fingerprint scanner are awesome. Being able to access the flashlight with the double hatchet motion. The camera being accessed by flipping the wrist is awesome. Highly recommended for any ones upgrade..
Motorola Moto Z Droid,154248304,Moto,2017-03-08T22:25:36.000+00:00,5,It's a good phone. It has alot of cool things to add to the phone like the camera and speakers. I would recommend this phone
Motorola Moto Z Droid,154244956,"Fast, but battery leaves alot to be desired",2017-03-08T21:00:54.000+00:00,4,"It is fast, screen easy to ready, charges quickly, and navigation is easy. The battery is not any better than my old Droid Turbo which is the main reason I bought a new phone."
Motorola Moto Z Droid,154163064,battery sucks.,2017-03-07T21:08:05.000+00:00,2,so far the battery sucks and the reception was better in my old phone. The battery runs down too quickly.
Motorola Moto Z Droid,154162156,Speaker,2017-03-07T20:53:26.000+00:00,4,When talking to people I hear background static also when the phone is ringing on their end I hear static. There is a phone number it doesn't like to connect to
Motorola Moto Z Droid,154054437,Easy to navigate,2017-03-07T00:51:16.000+00:00,4,"Really like the phone, only thing I'm a little set off by is how many updates I've had to do in just the first week of having it."
Motorola Moto Z Droid,153988289,Nice glass on front BUT camera glass is another story,2017-03-06T16:09:41.000+00:00,1,"I thought I was upgrading from my LG G3 but is a down grade. the phone is slower, some. Nice and thin. And is a good phone EXCEPT the camera glass is fragile. about a month ago I took the phone out of its case and the camera glass was broken. I am just now posting because I thought Id try to find a replacement. NO!!!!! Not Verizon nor any after market can get the part. I have serious doubts whether I will even own another Motorola phone and am seriously considering leaving Verizon for selling products they cant replace parts."
Motorola Moto Z Droid,153983097,Good phone but not what I expected.,2017-03-06T14:48:00.000+00:00,3,"Cons: Battery doesn't last near what I thought it would. Has a tendency to change my ringtones/notifications for no reason. You have to buy a new charger for it so all of the previous android cords I have do me no good. There is no spot for head phones or earbuds; have to by a special adapter that goes into the charging port therefore you cannot use earbuds and charge the phone at the same time. 

Pros: It takes really good pictures. The new cord can fully charge my phone (from 0%) in 1.5 hours. Speaker is pretty good. Has a thumbprint lock if you wish to use it."
Motorola Moto Z Droid,153955108,GREAT PHONE WITH GREAT FEATURES!!,2017-03-06T00:11:55.000+00:00,5,"I was a little skeptical at first but after getting used to the new phone I really liked it more and more.  The processor is great and loads everything very fast.  I love the MOTO gesture mod and use it to turn my flashlight on at work or to turn the camera on in a flash to capture that quick spur of the moment photo opportunity that sometimes passes you by when trying to get to the camera through the phone interface.  I use the phone all day at work and the battery lasts me all day without needing to charge it but to make sure I never have to worry about it, I purchased the battery mod for it.  The mods are another great feature and turns the phone into many different devices that can enhance the user experience both personal and professional.  The fingerprint scanner to turn the phone on works great and  makes it easy to turn the phone on and off.  Overall I think that Motorola did a great job on this phone."
Motorola Moto Z Droid,153929253,The Droid Z the best Droid since the Razor!!,2017-03-05T21:57:32.000+00:00,5,I love the new accerorie speaker for when I'm taking showers. I don't like taking the speaker outside incase I drop it it because I like it so much but it's perfect for my me time in the restroom. I purchased the battery pack for special trips but I don't think I'll use it much because I LOVE my new otterbox commuter case so much. All around I don't have any negative feedback about the new droid Z. So far it's my favourite android that has come out so far. I hope I can use this phone for years to come.
Motorola Moto Z Droid,153906329,New Moto Z Droid,2017-03-05T20:07:52.000+00:00,5,Went from a flip phone to the Moto Z Droid...Very easy!  The Verizon store employee made it simple...Can not imagine an easier conversion. I
Motorola Moto Z Droid,153718887,My Motorola Z review,2017-03-04T22:10:54.000+00:00,5,The Motorola Moto Z is very nice and I'm very satisfied with it.I like it better than the Samsung Galaxy s6 edge I had.Great on the battery power.
Motorola Moto Z Droid,153714417,The Moto Z Play,2017-03-04T21:07:48.000+00:00,5,"I've had two smart phones in the past. A Samsung G3 and G4. They would not last very long and I would need a new battery Evey 4 or 5 months. I've had this Moto Z Play for 2 months now and I like it. The battery lasts a long time at least 2 days of constant use. Streaming music at work using WiFi and Bluetooth for 8 solid hrs with the battery at 85%. The G4 would need a recharge at lunch time just sitting there not doing anything. The Moto Z Play has a big display too, just as big as my wife's Apple 7 pluss. The camera is pretty good too. It is every bit as good as the Apple in my opinion for half the price. Oh yeah. There are some cool Doo dad's that can snap on to the phone."
Motorola Moto Z Droid,153578087,Love the new features!!,2017-03-03T20:35:32.000+00:00,5,I love how all my pictures automatically back up to the cloud. I also enjoy how light weight the phone is.
Motorola Moto Z Droid,153334531,Great so far,2017-03-01T21:13:56.000+00:00,5,"Easy to use, great high def screen. Camera takes great pictures, crisp videos. Like the extra storage option."
Motorola Moto Z Droid,153332428,Was easy to help my hubby with it..,2017-03-01T20:26:25.000+00:00,5,"This phone is easy to understand, I went from a Flip phone to this one... I had to have wife and granddaughter help me learn but caught on very fast...love all of the features it has !!"
Motorola Moto Z Droid,153205622,Moto Z review,2017-03-01T02:22:31.000+00:00,1,If I could give it  negative stars I would. The apps constantly act up and the service and battery life are horrible. Thanks Verizon store for recommending such a horrible phone!
Motorola Moto Z Droid,153178521,Better transition than I thought,2017-02-28T21:29:17.000+00:00,4,"I am pleased with the device itself, and am quickly learning the features since I had a earlier version of Motorola. I was so grateful everything got transferred so easily from my old phone. I was so glad to find a user manual online for some quick answers."
Motorola Moto Z Droid,153151884,Great phone!,2017-02-28T20:21:17.000+00:00,5,"My husband, 17 yr old daughter & I were due for an upgrade. We had previously owned 2 galaxy s5's & 2 galaxy s4's but 3 out of the 4 of them had quit working entirely, I was forced to use an old phone which was the Motorola razor that was pretty old but still worked pretty well even though the screen was smashed so I knew I didn't want another galaxy & that I wanted a Motorola phone since they seemed to be made well. I had been thinking about getting the moto z but after my husband compared the Samsung s7 & the moto z force he decided on the moto z force, so all 3 of us ended up with one! I love my phone! It's made very well & has many awesome features! I plan on buying the camera & projector attachments as well!"
Motorola Moto Z Droid,152764803,Very functional and easy to navigate,2017-02-28T13:20:27.000+00:00,5,My last motorla served me well. I kept it months pass my upgrade date because it was a good product.
Motorola Moto Z Droid,152760948,Great new phone!,2017-02-28T10:54:39.000+00:00,5,Great Android phone!  Love the features and accessories.  Really easy and smooth transition from iOs
Motorola Moto Z Droid,152747830,Great phone!,2017-02-28T02:03:10.000+00:00,4,"Moto Z is an excellent phone!  Good size- fairly larg, but easily pocketable.  I was hoping to get the LG V20.  This was my second choice, but I'm very happy.  I like the removable memory, but wish it had a removable battery too.  Camera seems pretty decent.  App performance is great.  Call and data performance is great.  

Moto mods are a nice idea that could be expanded more.  No need for a projector.  JBL speaker would be better if it also had a Bluetooth option so it could also be controlled from a distance.  Hasselblad camera is a nice idea, but even though it has a nice zoom it still has a tiny cell phone sized sensor.  :-(  That just leaves the covers and batteries.   Covers offer no added protection for the phone.  While they look cool, they do nothing.  The battery options sometimes include wireless charging, but none have a USB-C rapid charging plug.  I see a lot of potential with mods, but nothing that makes me want to rush out and buy it.  

I like the ideas on the LG V20 of keeping a spare battery and charger around and then swapping it when I need it, and the separate wide angle camera.  The Moto Z however doesn't need to be powered off to add a battery mod, or any mod for that matter.  The user interface on the Moto Z is great.  I haven't felt the urge to get custom launchers as I did with previous phones.  Overall highly recommend!"
Motorola Moto Z Droid,152742309,Great service,2017-02-28T01:35:58.000+00:00,5,Love the Moto z. Brilliant color screen with so much to do. The only thing is battery life kind drains way too quick
Motorola Moto Z Droid,152731268,I like moto Z a lot . Am very pleased .,2017-02-28T00:52:28.000+00:00,5,The sales person was very helpful and very courteous . He suggested I add my landline phone which I did and it saved money to do this .
Motorola Moto Z Droid,152693878,This phone has everything!!!,2017-02-27T23:19:39.000+00:00,5,I love this phone....Perfect size and it works like a charm. Speaker aren't the best but you can purchase the JBL mod for a reasonable price.
Motorola Moto Z Droid,152691010,Maybe I got a lemon?,2017-02-27T23:17:41.000+00:00,1,"I was very disappointed in the battery life of this phone.  I had to recharge it several times a day.  I had a Verizon store look at it, and we disabled any apps that could have been draining the battery, and I turned off bluetooth, wifi while sleeping, etc.  I switched back to my previous brand."
Motorola Moto Z Droid,152667966,Great features and twice the memory of other Droid telelphones out there,2017-02-27T22:08:37.000+00:00,5,I love to use my phone for picture taking. So the added memory is nice and it can back them up to Google photos.  It also will backup to many other cloud services.
Motorola Moto Z Droid,152667598,Daily Upgrades put the phone out of commission for 20 minutes :(,2017-02-27T22:04:26.000+00:00,4,"I'm frustrated that there is a Daily System upgrade that makes my phone unavailable for 20 minutes at a time, and uses my data to process the upgrade."
Motorola Moto Z Droid,152664307,Camera was not at all what I expected,2017-02-27T21:32:31.000+00:00,3,"Like the phone and the idea of all that it should do. The camera has let me down, although I do like the flash on selfie mode. Having Bluetooth problems when driving.... Not so safe. I hear a weird noise during phone calls, considering getting something different"
Motorola Moto Z Droid,152625477,"Nice looking, clear sound, takes great photos",2017-02-27T06:02:00.000+00:00,4,"Pros: Nice looking phone. Sound is great when talking on the phone (clear and no trouble hearing the person I'm speaking with). Doesn't ever cut out or drop calls. Takes great photos. Overall I'm pleased with it. 

Cons: I don't like that it wakes up constantly and reacts to my every move. I really feel like it's spying on me. I'm in the habit now of placing it face down on the table so I don't see it waking up all the time. Battery runs out by the end of the day if I'm using several apps. I use a card reader for my business and plugging it in to the flexible cord adaptor is not the best system for swiping cards. I miss the headphone jack."
Motorola Moto Z Droid,152620371,It's not what I expected,2017-02-27T02:51:43.000+00:00,4,I expected it to have more features & to be more advanced especially with the money I spent. I VERY much REGRET buying this phone & will NEVER by a Motorola phone again. It's a cheap unimpressive phone. I'm telling everyone NOT to buy one.
Motorola Moto Z Droid,152474953,I like it,2017-02-25T21:29:43.000+00:00,3,"I really like the phone. I enjoy being able to wave my hand over the phone and the time pops up. The HD voice is so cool. It sounds like the person is sitting next to you when you're talking to them. I also like the camera. It takes really nice pictures. I'm not so happy with the no headphone jack. You have to get Bluetooth headphones if you want to listen to music while your phone is charging. I also had to return two of these phones because the battery drained fast. So far the third phone I have has a good amount of battery. My last phone drained from 100% to 85% in one hour. Overall, the phone is pretty good, other than the battery issue."
Motorola Moto Z Droid,152399611,The transition was very easy and these phones are perfect.,2017-02-25T05:42:17.000+00:00,5,We looked at the Moto Z Droids. We have always had the Samsung Galaxies. We were hesitant to make the change. However the more we looked at the Moto Z the more interested we were. So we took the plunge and my husband and I both got the Moto Z.  We both love them. They are easy to use since we are already used to androids and the clarity of the screen is awesome. The size is perfect. The phone makes great pictures. We got a great deal and also got cases for both phones while we were there. We are happy happy happy!
Motorola Moto Z Droid,152262622,Love it,2017-02-23T20:48:22.000+00:00,5,We love our new phones. Easy to use and has great functionality. Would recommend the Moto z to all of my friends
Motorola Moto Z Droid,152259749,Great,2017-02-23T20:05:57.000+00:00,3,"I don't like that it didn't come with more accessories, or that  you can't charge it and listen to music at the same time I don't like that the adapter is an attachment that you need to"
Motorola Moto Z Droid,152215831,Good phone with a couple of settings that don;t make sense,2017-02-23T17:38:31.000+00:00,4,"I decided to update my LG with the Moto Z.  My wife has had this phone and found that it was a superior calling tool compared to LG.  However, because it does not have a hole to insert a jack to a headphones, you are to use an adapter that plugs into the jack and that will plug into the same space as the charger.

So I purchased a Bluetooth device to bypass the need to block the charger."
Motorola Moto Z Droid,152160581,Moto Z Learning Curve,2017-02-22T21:43:06.000+00:00,4,"I was unable to pair my new phone with my Lexus Bluetooth and drove my car to the dealership for their assistance.  After their non-success for over an hour, I drove to the Verizon store for their assistance.  Again having no success, it was eventually determined that I had received a defective phone.  The replacement was quickly paired with my car by Verizon.  I had some questions as I struggled with my learning curve on other features, such as copy/cut and paste to the Clipboard that I couldn't find online.  But eventually I was able to figure that and other issues I had and it is getting easier to use now."
Motorola Moto Z Droid,152102661,Phone,2017-02-22T12:08:58.000+00:00,4,"My only issue is that the phone does not have an additional  port for the 
headset/ear bud only.
You have to have an attachment to use head accessories, which is included with the package.  One port is utilized for all."
Motorola Moto Z Droid,152085193,Not what it's hyped up to be,2017-02-22T00:26:24.000+00:00,3,I traded the Google pixel 5 inch in for the Moto Z droid only because of the size of the screen. The phone does lag compared to the pixel and lacks a few features such as Google assistant. The battery life is not so great but the phone is super slim
Motorola Moto Z Droid,151961145,Moto Z Review,2017-02-21T03:18:20.000+00:00,4,It was pretty easy to move from the Samsung 4S to Moto Z. The only thing I do not like is the size. It is too big to put in a pocket. The Samsung had a better size.
Motorola Moto Z Droid,151958378,Nice Phone,2017-02-21T03:01:22.000+00:00,5,The phone is great. A definite improvement over my Galaxy S5. I really like the fingerprint scanner. The lack of a physical home button took some getting used to.
Motorola Moto Z Droid,151923279,Top of Line,2017-02-21T01:06:26.000+00:00,5,"Product and Service is ahead of the game! Everything you need from home,business,or personal use at your fingertips."
Motorola Moto Z Droid,151880406,good features,2017-02-20T19:41:51.000+00:00,5,exactly as described to me. not an over priced phone. with a better camera than a samsung.  ease of use.
Motorola Moto Z Droid,151874585,okay phone,2017-02-20T18:42:43.000+00:00,1,Upsold this phone and don't care for it. Battery life isn't any better than the previous one. Not worth it.
Motorola Moto Z Droid,151862979,transition to a new phone,2017-02-20T16:26:29.000+00:00,4,"There were a few things that didn't transition smoothly. The day after I bought the phone, it went through multiple updates. I was not expecting this. Battery life was aweful but has resolved. Email transition was problematic but seems to have resolved itself as well. I lost my texts...Somehow my wifi was turned off and it has cost me almost all my data two weeks early. Not real happy about that.The store and customer service have been responsive."
Motorola Moto Z Droid,151850297,very nice phone,2017-02-20T12:42:14.000+00:00,5,This phone is great.  It has a great display and takes excellent pictures.  The phone features and controls are excellent.  I am very impressed.  This is my first droid but won't be my last.
Motorola Moto Z Droid,151810561,LG to Moto,2017-02-19T23:59:52.000+00:00,4,"Easy to use. I think it is a bit clunky, but otherwise a good phone. The screen colors are vibrant and the sound quality is good."
Motorola Moto Z Droid,151801102,Moto Z Droid,2017-02-19T22:43:24.000+00:00,4,I'm still learning the different features as I go. I like the size of the phone. I also like the battery's quick charging time.
Motorola Moto Z Droid,151795293,Phone works great. Service works well when there isn't some outage from nowhere.,2017-02-19T22:32:14.000+00:00,5,"So what if there's a family emergency, yet there's some outage and the phone can't be used. Makes me question the reliability of the service you offer."
Motorola Moto Z Droid,151784424,Great phone,2017-02-19T20:47:03.000+00:00,5,The device is awesome just a little to big. Can't fit it in my pocket. Battery life is great so far.
Motorola Moto Z Droid,151783446,Nice screen size,2017-02-19T20:38:44.000+00:00,4,"Switching from an phone, little challenging at first, but now am loving it! Love the camera, great pictures, easier to get apps, like the size."
Motorola Moto Z Droid,151731680,Too many adds and drop call,2017-02-19T06:01:43.000+00:00,1,Too many adds and drop calls never get over three bars nice phone like the sides of it but it's not a real Android
Motorola Moto Z Droid,151688598,"Still learning how to use.  Sometime I have a problem answering the phone, but I am very pleased with it.",2017-02-18T22:09:37.000+00:00,5,Excellent phone.  Love the clearness of the screen and the brightness it affords. Love the features the phone has to offer.  Great product.
Motorola Moto Z Droid,151683328,Good phone lot faster but things for it cost to much,2017-02-18T21:13:30.000+00:00,5,Have nothing bad to say about it and would get another one for my wife and daughter and tell everyone to get one
Motorola Moto Z Droid,151640325,Great phone,2017-02-18T15:27:19.000+00:00,5,This phone works in my metal building which is great . I don't loss service as easy as before. And I can answer it without hanging up on the person calling
Motorola Moto Z Droid,151593223,Droid Z,2017-02-18T02:05:17.000+00:00,2,"I am not getting as strong a signal as I did with my previous Droid Turbo, Messages are getting hug up, not delivered. Pandora does not work as smoothly as with the previous unit. Minor plus - are the thinness of the unit and longer battery life.  However, I have several chargers in home, office and car so it is not that big a plus."
Motorola Moto Z Droid,151544258,"Terrible features, not at all user friendly.  My LG was a much better easier phone to use",2017-02-17T21:12:46.000+00:00,1,The instructions are too technical and difficult to understand.  The camera is like this question.  What do you want add photo add video ???????????????
Motorola Moto Z Droid,151534078,Pretty cool phone,2017-02-17T19:49:46.000+00:00,4,"My biggest issue is the reject/answer/message button. It's going to take some getting used to...as I'm used to being able to swap in either direction.
I do really like the phone...have gotten asked ""what phone is THAT?"""
Motorola Moto Z Droid,151517807,"Great features, very responsive !! You could not pay me to take a Samsung now.",2017-02-17T17:36:01.000+00:00,5,"I can't believe how fast the Droid is,how responsive it is.  I have had Samsung products for years, and now... You can not pay me to have another Samsung phone.
It just won't happen. The pixels are better,it's so much faster, it charges so much faster as well, it's amazing."
Motorola Moto Z Droid,151473994,Learning a better way to communicate...,2017-02-17T12:54:24.000+00:00,4,It is good to have state-of-the-art technology at my fingertips. Switching from a slide-phone to this Droid has been relatively simple.
Motorola Moto Z Droid,151365836,Motorola Moto Z Droid,2017-02-16T20:02:58.000+00:00,5,"The phone works perfectly, it is better that Motorola droid turbo that I had. I would recommend the Moto Z to a friend!"
Motorola Moto Z Droid,151321245,Sucks and it's slow,2017-02-16T12:13:01.000+00:00,1,This phones sucks bad it slow it keeps making everything on the the phone big like it's in zoom all the time takes forever to type in number so like the galaxy better
Motorola Moto Z Droid,151285603,Good transition from the Samsung s4,2017-02-16T04:19:21.000+00:00,4,Wasn't sure what to expect and I am still getting used to it. Mostly I had to get used to new placement on features. I love that the hot spot is not an app anymore but a setting like WiFi or bluetooth
Motorola Moto Z Droid,151226597,Difficult adapting to reading info on line.  Prefer hard copy.  Unable to print info without a printer.,2017-02-15T21:50:02.000+00:00,3,"It is moving slowly.  Need tutorial session.  Should offer a session and some staff should be able to answer inquiries and be more accommodating, especially to elderly who are trying to keep updated."
Motorola Moto Z Droid,151223636,So far so good,2017-02-15T21:13:57.000+00:00,4,Had it 2 weeks. Still can't figure out how to screenshot. Other than that everything seems to be OK. Does the job very well. I use it every day for work. Basic functionality nearly mirrors my Samsung g4.
Motorola Moto Z Droid,151222969,Meh...It's OK.,2017-02-15T21:06:34.000+00:00,3,I got this phone because I got a good price on it. I had a Samsung Note 3 for about 3 years and it was finally starting to get herky jerky on me. I like the Note better because everything on it seemed more logical for someone who is not a techie. ....Maybe in a couple of more months I might grow to love this phone but right now we only have a Luke warm relationship.
Motorola Moto Z Droid,151220733,Love it!!,2017-02-15T20:42:31.000+00:00,5,The phone was easy to learn how to do things. I love the big screen. It is also faster than any phone that I have had. It also takes beautiful and sharp pictures.
Motorola Moto Z Droid,151214836,Not a fan,2017-02-15T19:56:44.000+00:00,2,"I don't like the notifications process.  It's awkward and requires multiple steps to get to the information, which defeats the point of the notification short cuts.  It's also particular on the action required to answer the phone...again the point of the entire product."
Motorola Moto Z Droid,151194023,Great features.,2017-02-15T18:59:33.000+00:00,5,"The great, fastest way to get any information related to daily basics, easy to use and understand. SZ"
Motorola Moto Z Droid,150967003,Felt forced into the choice,2017-02-15T00:14:37.000+00:00,2,"I loved my previous LG phone, but it just shut down one day. When I took it into the Verizon store they had trouble getting into it. Then it just rebooted as if a new phone. When I said that I needed to be able to rely on the phone because of my job, I was handed this Moto Z Droid. I wasn't too enthusiastic because I had had an earlier version that had not been a good experience. At least I got started quickly, but I'm not a fan of the keyboard and I'm having trouble getting completely connected to my office Outlook, especially the Contact list. Hard to explain, but I miss the phone that crashed."
Motorola Moto Z Droid,150938385,Easy transition from my previous phone.,2017-02-14T20:39:02.000+00:00,5,My Moto Z Droid seems to be keeping a charge longer than my previous phone.  I also like how thin and lightweight it is.
Motorola Moto Z Droid,150931866,Loving this new phone,2017-02-14T19:51:46.000+00:00,4,"I need to upgrade and since I drive with a ride share company, now was the time. I can switch between both apps in the split screen mode! Love this feature. Keep me current with surges and prime time. Love love love my Moto Z Droid."
Motorola Moto Z Droid,150713172,great phone,2017-02-13T12:51:30.000+00:00,5,"First smart phone and love how easy it is to use.
The camera is good also 
Just love this phone. Great deal and so glad I bought it"
Motorola Moto Z Droid,150692814,WORST PHONE I HAVE EVER OWNED!!,2017-02-13T04:24:58.000+00:00,1,"I have had this phone since August of this year and so far I am on my 3rd replacement!!! Each phone has corrupted more then one SD card, and with each one once the corrupting of the memory card happens that's when it all of a sudden the phone will not ring, no notifications go off, no alarms.... Nothing!!! Verizon and Motorola have been no help what so ever besides ""let's try yet another factory reset"", ""let's try clearing your cache for the ten millionth time!"", ""O OK let's send u out another replacement!"". So now I am stuck with this phone for almost 2 years.... I am paying all this money for a phone that has never worked properly due to no fault of my own and apparently it's never going to work properly! You would think Verizon would care more about their customers satisfaction and provide them with phones that actually work or at least try to give them more options when it comes to that same issue with 3 of the same phones in less then 6 months!! Situations like this they should make an exception and allow the customers to switch to another device under warranty.... Not asking for ya know a newer high end phone.... I would rather have a downgraded phone that actually does what it supposed to then deal with one that doesn't."
Motorola Moto Z Droid,150681414,Awesome Phone,2017-02-13T01:57:57.000+00:00,4,"Very fast phone and the battery last for days. Love compare to other phone. This phone is much bigger which is a good things. Last phone I had I had to take Apps off because it was to slow, but this phone is 32g. Love it"
Motorola Moto Z Droid,150668062,Awesomeness,2017-02-12T23:33:40.000+00:00,5,"The best phone I have ever owned. Will stick with this product cause I trust it, and trust in a product these days is so hard to come by. When my Moto G3, which is an old model, ran out of room I went straight for another Motorola phone. Thanks Motorola!!! I bought one Moto Z Play for me and one for my brother, and I tell everyone about its features"
Motorola Moto Z Droid,150666296,Problems with my NEw Moto Z Droid,2017-02-12T23:12:41.000+00:00,3,Just upgraded my phone other one was old and would not hold a charge all day.  My new Moto Z has speaker problems it has crackling and you can not hear!  Verizon rep has ordered me a new one.  Taking more of my time to go back and get the new phone.  Phone somes with several apps that I will never use.  Wish I could pick which apps I want.
Motorola Moto Z Droid,150662797,horrible battery life,2017-02-12T22:39:30.000+00:00,1,"This phone has the worst battery life of any phone I've ever used.  If you only use your phone for calls and text messages, the battery life is fine, but if that's the case, you don't really need a smart phone.  If you're using features that justify having a smart phone, the battery life is not going to be sufficient."
Motorola Moto Z Droid,150661747,A good phone,2017-02-12T22:30:11.000+00:00,4,I was set on getting the Galaxy S7 as my upgrade from my S5 which was an upgrade from the S3. Loved my Galaxy's.  After seeing this phone and doing the research I decided to go with it instead. I've been very happy with the choice.
Motorola Moto Z Droid,150645254,It was easy transferring from my galaxy s4 to this Droid. It's a nice phone.,2017-02-12T19:55:18.000+00:00,5,Great phone for the price. So far I am happy with all its features. And I love how big the screen is. I am able to read my text messages with no problems.
Motorola Moto Z Droid,150596361,Not so happy with new phone,2017-02-12T05:54:59.000+00:00,3,"Took away many simpler features that my Samsung 5 phone had, had a better speed dial feature, better way to figure out the phone, better photo gallery, cannot figure out how to use my external SD card, instead of one step, things take 2 or sometimes 3 steps. Snapfish doesn't recognize the pictures from my phone only the what's app ones. Took a long time for the video feature to get a clear picture,.Had to press the button countless times."
Motorola Moto Z Droid,150573147,Roni,2017-02-12T01:26:19.000+00:00,2,I hate this phone only like big screen I can't upload my pics only download not able charge and lusten to headset is not obtion unless you have wireless
Motorola Moto Z Droid,150552574,different,2017-02-11T22:28:37.000+00:00,4,Still learning how to use features that differ from my old Samsung S4.  I need to add thirty characters to make this an acceptable review.  Stupid.
Motorola Moto Z Droid,150548712,Veryy similar to my last phone.,2017-02-11T21:48:28.000+00:00,5,I like the phone but the volume for me is to low and seem to have less ring tones choices. Didn't take me long to get use to it.
Motorola Moto Z Droid,150508616,"Some good, some not so.",2017-02-11T15:33:24.000+00:00,4,"Miss several features of the galaxy s4, such as keyboard, shortcut from camera to gallery. Battery life about the same as my galaxys4 extended life battery."
Motorola Moto Z Droid,150437844,Like new phone,2017-02-11T01:01:46.000+00:00,5,"After I heard the advertising for the Moto Z Droid, I took my granddaughter with me to check it out.  We were so impressed, she got one too."
Motorola Moto Z Droid,150435796,Android all the way,2017-02-11T00:29:13.000+00:00,5,Moved to Verizon after a long time with AT&T. Very happy so far with coverage. Love my new Moto Droid Z. Still playing with all the features but love Android.
Motorola Moto Z Droid,150398267,Great Phone!,2017-02-10T20:02:35.000+00:00,4,I like the new Moto Z droid alot! I switched from the Moto X 2nd Gen I like the fingerprint option the best it speeds up getting into the phone..Talking sure seems a lot clearer on this phone than the Moto X also.. I guess time will tell if holds up.
Motorola Moto Z Droid,150397897,Love the Moto Z Droid,2017-02-10T19:56:25.000+00:00,5,Absolutely love the Moto Z Droid battery lasts a long time lots of storage just a great phone all together
Motorola Moto Z Droid,150377480,New Moto,2017-02-10T16:44:31.000+00:00,5,"The Moto Z droid is amazing! It exceeds all of my expectations, it really is a mini computer in my hands. The camera quality is wonderful and I can multitask with multiple apps running at once with no problem in performance. Only draw back is the battery life, but if you keep apps closed then that helps"
Motorola Moto Z Droid,150371578,Good phone,2017-02-10T14:34:10.000+00:00,4,Phone sync's with my spouses - don't care for that.  Wish that could be kept separate. otherwise it's okay.
Motorola Moto Z Droid,150297206,Very easy and intuitive to use.  Nice large screen and great camera.  Fantastic!,2017-02-09T22:25:05.000+00:00,5,I haven't had a cellphone in 15 years so this is my first one.  I didn't have any problems getting it working and using it right away.  I'm very happy with it.
Motorola Moto Z Droid,150266748,New Moto Z Droid,2017-02-09T17:12:52.000+00:00,4,"I have had several Motorola phones in the past, that is why I chose the Moto Z. It was an easy transition since I knew the brand well."
Motorola Moto Z Droid,150200875,Transition was super easy.,2017-02-09T02:47:29.000+00:00,5,"Great features, great camera...Sound is good...Looks and feels great!
Droid is ""Z"" greatest phone so far. ...Better than that fruit phone! Lol"
Motorola Moto Z Droid,150189784,"Not as easy of transition, pre installed apps that charge misleading",2017-02-08T23:54:31.000+00:00,3,Challenging to find correct texting and voicemail apps. Pre installed apps want to charge a service fee to use. Camera functions slow. Most base phone apps don't have settings in app to customize. Size is a little large for my hand. Calls sound tinny.
Motorola Moto Z Droid,150185976,droid z white,2017-02-08T23:14:35.000+00:00,4,i like the speed of the phone battery life is good i feel it could use more storage space or to be able to use the SD better idk over all A-
Motorola Moto Z Droid,150171907,It is not an easy transition from my Samsumg Galaxys4mini,2017-02-08T21:03:49.000+00:00,3,"I bought this phone because of the price.  The fast processing is fine. It runs my business Apps that I need to have.  I HATE that I cannot transfer my music as easily as I did on my Samsung.  I STILL DO NOT have a way to play the music.  I have to download an App to  do that.  Samsung provided an available app.  Also, HATE the phone does not come USB connector ready, or have a built-in ear phone jack."
Motorola Moto Z Droid,150171492,Great value,2017-02-08T20:56:36.000+00:00,4,"Fantastic graphics,flash for camera is much better than my previous phone. Easy to set up and transfer data. Love how fast it charges."
Motorola Moto Z Droid,150165658,Trouble working some things. Like voice mail,2017-02-08T19:20:09.000+00:00,3,Love the camera and figuring most things out. Not used to it yet n lost in some areas. All n all it's a nice phone
Motorola Moto Z Droid,150142788,First Smart Phone for being over 65,2017-02-08T14:26:54.000+00:00,5,"A bit of a learning curve for seniors but overall a great product. A bit large for old hands but best size of new designs available. 
Camera is awesome and Moto Z Droid add-ons are wonderful."
Motorola Moto Z Droid,150091916,Didn't take me long at all to get used to my new phone!,2017-02-07T21:19:00.000+00:00,4,"There were a few things that took some getting used to, but overall very similar to my Samsung Galaxy Note 4."
Motorola Moto Z Droid,150002867,"Good phone, although each new iteration has a learning curve",2017-02-06T22:42:46.000+00:00,4,"As I'm now used to it, I like it quite a bit.  The screen is really large, but the width dimension is similar to my older phone, so it still fits into pockets that the old one fit into. There have been almost daily system updates, which is getting old... but I'm sure that will eventually end. It is an improvement over my old phone, which was a good phone."
